,Naam,name_in_all_elections,name_in_elected_people,Aanbevolen door,Aantal stemmen,Procentueel,District,Verkiezingdatum,Type,Omvang electoraat,Opkomst,Aantal stembriefjes,Aantal stemmen geldig,Aantal stemmen blanco,Aantal zetels,Kiesdrempel,totaal aantal stemmen,hoeveelste_in_verkiezing,gewonnen,marginal_winner,marginal_loser,margin,consequential_election,hoelang_tussen_1_en_2,hoelang_tussen_1_en_laatst,hoeveel_distr_deze_verk,hoeveelste_keer_prob,hoeveelste_keer_prob_alg,hoeveelste_keer_gewonnen,hoeveelste_keer_gewonnen_alg,hoeveelste_keer_gewonnen_tweedeproxy,hoevaak_gewonnen_alltime,hoevaak_gewonnen_verleden,hoevaak_gewonnen_toekomst,name_politician_data,b1-nummer,naam,deflated_wealth,verk_2_gewonnen,verk_3_gewonnen,verk_4_gewonnen,verk_5_gewonnen,verk_6_gewonnen,verk_7_gewonnen,verk_8_gewonnen,verk_9_gewonnen,verk_10_gewonnen
3150,mr. G.A. de Raadt,mr. G.A. de Raadt,G.A. de Raadt,,105.0,9.73%,Dordrecht,1856-06-10,periodiek,2227,1097,1098,1079,10,1.0,540,1021.0,4,0,0,0,-0.2644466209598433,0,0 days 00:00:00,6811 days,1,6,5,,,0,5,1,4,G.A. de Raadt,01074,G.A. de Raadt,497222.7002894377,1.0,1.0,0.0,,,,,,
3151,mr. J.W. Gefken,mr. J.W. Gefken,J.W.  Gefken,,48.0,4.45%,Dordrecht,1856-06-10,periodiek,2227,1097,1098,1079,10,1.0,540,1021.0,5,0,0,0,-0.32027424094025464,0,2694 days 00:00:00,8030 days,2,6,5,,,0,1,0,1,J.W.  Gefken,00440,J.W.  Gefken,83045.41858749038,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
3152,mr. J.D. van der Poel,mr. J.D. van der Poel,J.D. van der Poel,,653.0,53.00%,Dordrecht,1856-06-24,herstemming,2227,1239,1241,1232,3,1.0,616,1232.0,1,1,1,0,0.060064935064935064,1,0 days 00:00:00,4472 days,1,8,7,4,3,1,4,2,1,J.D. van der Poel,01041,J.D. van der Poel,,0.0,,,,,,,,
3153,mr. P. BlussÃ© van Oud-Alblas,mr. P. BlussÃ© van Oud-Alblas,P.  Blussé van Oud-Alblas,,579.0,47.00%,Dordrecht,1856-06-24,herstemming,2227,1239,1241,1232,3,1.0,616,1232.0,2,0,0,1,-0.060064935064935064,1,-2191 days +00:00:00,13711 days,1,11,8,,,0,13,2,11,P.  Blussé van Oud-Alblas,00138,P.  Blussé van Oud-Alblas,243496.3489140897,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
3154,mr. P.A. Sander,mr. P.A. Sander,P.A.  Sander,,635.0,68.57%,Dordrecht,1858-06-08,periodiek,2277,943,943,926,5,1.0,463,855.0,1,1,1,0,0.4853801169590643,1,392 days 00:00:00,2429 days,1,4,3,4,3,1,4,2,1,P.A.  Sander,01169,P.A.  Sander,,,,,,,,,,
3155,mr. A.J. Duymaer van Twist,mr. A.J. Duymaer van Twist,A.J.  Duymaer van Twist,,220.0,23.76%,Dordrecht,1858-06-08,periodiek,2277,943,943,926,5,1.0,463,855.0,2,0,0,1,-0.4853801169590643,1,728 days 00:00:00,3477 days,3,10,10,,,1,4,3,0,A.J.  Duymaer van Twist,00353,A.J.  Duymaer van Twist,265941.78305636195,,,,,,,,,
3156,mr. P.A. Sander,mr. P.A. Sander,P.A.  Sander,,297.0,31.07%,Dordrecht,1859-12-27,tussentijds,2037,973,973,956,4,1.0,478,888.0,1,1,1,0,0.02702702702702703,0,392 days 00:00:00,2429 days,1,5,4,5,4,0,4,3,1,P.A.  Sander,01169,P.A.  Sander,,,,,,,,,,
3157,mr. G.A. de Raadt,mr. G.A. de Raadt,G.A. de Raadt,,273.0,28.56%,Dordrecht,1859-12-27,tussentijds,2037,973,973,956,4,1.0,478,888.0,2,0,0,1,-0.02702702702702703,0,0 days 00:00:00,6811 days,1,7,6,,,0,5,1,4,G.A. de Raadt,01074,G.A. de Raadt,497222.7002894377,1.0,1.0,0.0,,,,,,
3158,mr. P. BlussÃ© van Oud-Alblas,mr. P. BlussÃ© van Oud-Alblas,P.  Blussé van Oud-Alblas,,251.0,26.26%,Dordrecht,1859-12-27,tussentijds,2037,973,973,956,4,1.0,478,888.0,3,0,0,0,-0.0518018018018018,0,-2191 days +00:00:00,13711 days,1,12,9,,,0,13,2,11,P.  Blussé van Oud-Alblas,00138,P.  Blussé van Oud-Alblas,243496.3489140897,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
3159,mr. J.G. Kist,,,,67.0,7.01%,Dordrecht,1859-12-27,tussentijds,2037,973,973,956,4,1.0,478,888.0,4,0,0,0,-0.25900900900900903,0,2499 days 00:00:00,2948 days,1,1,1,,,0,0,0,0,,,,,0.0,0.0,,,,,,,
3160,mr. P.A. Sander,mr. P.A. Sander,P.A.  Sander,,553.0,50.59%,Dordrecht,1860-01-10,herstemming,2037,1104,1104,1093,10,1.0,547,1093.0,1,1,1,0,0.011893870082342177,1,392 days 00:00:00,2429 days,1,6,4,6,4,1,4,3,0,P.A.  Sander,01169,P.A.  Sander,,,,,,,,,,
3161,mr. G.A. de Raadt,mr. G.A. de Raadt,G.A. de Raadt,,540.0,49.41%,Dordrecht,1860-01-10,herstemming,2037,1104,1104,1093,10,1.0,547,1093.0,2,0,0,1,-0.011893870082342177,1,0 days 00:00:00,6811 days,1,8,6,,,0,5,1,4,G.A. de Raadt,01074,G.A. de Raadt,497222.7002894377,1.0,1.0,0.0,,,,,,
3162,mr. G.A. de Raadt,mr. G.A. de Raadt,G.A. de Raadt,,378.0,34.12%,Dordrecht,1860-02-13,tussentijds,2037,1133,1135,1108,11,1.0,554,1073.0,1,1,1,0,0.08387698042870456,0,0 days 00:00:00,6811 days,1,9,7,2,1,0,5,1,4,G.A. de Raadt,01074,G.A. de Raadt,497222.7002894377,1.0,1.0,0.0,,,,,,
3163,mr. P. BlussÃ© van Oud-Alblas,mr. P. BlussÃ© van Oud-Alblas,P.  Blussé van Oud-Alblas,,288.0,25.99%,Dordrecht,1860-02-13,tussentijds,2037,1133,1135,1108,11,1.0,554,1073.0,2,0,0,1,-0.08387698042870456,0,-2191 days +00:00:00,13711 days,1,13,10,,,0,13,2,11,P.  Blussé van Oud-Alblas,00138,P.  Blussé van Oud-Alblas,243496.3489140897,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
3164,J.P. Bredius,J.P. Bredius,J.P.  Bredius,,183.0,16.52%,Dordrecht,1860-02-13,tussentijds,2037,1133,1135,1108,11,1.0,554,1073.0,3,0,0,0,-0.18173345759552656,0,4005 days 00:00:00,6602 days,1,1,1,,,0,4,0,4,J.P.  Bredius,00202,J.P.  Bredius,9856.032881567842,1.0,1.0,0.0,,,,,,
3165,J.P. Bredius,J.P. Bredius,J.P.  Bredius,,183.0,16.52%,Dordrecht,1860-02-13,tussentijds,2037,1133,1135,1108,11,1.0,554,1073.0,3,0,0,0,-0.18173345759552656,0,4005 days 00:00:00,6602 days,1,1,1,,,0,4,0,4,J.P.  Bredius,00203,J.P.  Bredius,,1.0,1.0,0.0,,,,,,
3166,jhr.mr. H.J. van der Heim,,,,164.0,14.80%,Dordrecht,1860-02-13,tussentijds,2037,1133,1135,1108,11,1.0,554,1073.0,4,0,0,0,-0.19944082013047532,0,120 days 00:00:00,7792 days,1,1,1,,,0,0,0,0,,,,1738.24342619088,0.0,0.0,0.0,,,,,,
3167,A. Vogelsang,,,,60.0,5.42%,Dordrecht,1860-02-13,tussentijds,2037,1133,1135,1108,11,1.0,554,1073.0,5,0,0,0,-0.29636533084808947,0,651 days 00:00:00,4092 days,1,10,7,,,0,0,0,0,,,,7007.42293939852,,,,,,,,,
3168,mr. G.A. de Raadt,mr. G.A. de Raadt,G.A. de Raadt,,669.0,58.02%,Dordrecht,1860-02-28,herstemming,2037,1172,1173,1153,18,1.0,577,1153.0,1,1,1,0,0.16045099739809193,1,0 days 00:00:00,6811 days,1,10,7,3,1,1,5,1,3,G.A. de Raadt,01074,G.A. de Raadt,497222.7002894377,1.0,1.0,0.0,,,,,,
3169,mr. P. BlussÃ© van Oud-Alblas,mr. P. BlussÃ© van Oud-Alblas,P.  Blussé van Oud-Alblas,,484.0,41.98%,Dordrecht,1860-02-28,herstemming,2037,1172,1173,1153,18,1.0,577,1153.0,2,0,0,1,-0.16045099739809193,1,-2191 days +00:00:00,13711 days,1,14,10,,,0,13,2,11,P.  Blussé van Oud-Alblas,00138,P.  Blussé van Oud-Alblas,243496.3489140897,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
3170,mr. P. BlussÃ© van Oud-Alblas,mr. P. BlussÃ© van Oud-Alblas,P.  Blussé van Oud-Alblas,,414.0,44.47%,Dordrecht,1860-06-12,periodiek,2037,943,943,931,11,1.0,466,893.0,1,1,1,0,0.1444568868980963,0,-2191 days +00:00:00,13711 days,2,16,12,4,3,0,13,2,11,P.  Blussé van Oud-Alblas,00138,P.  Blussé van Oud-Alblas,243496.3489140897,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0
3171,mr. J.D. van der Poel,mr. J.D. van der Poel,J.D. van der Poel,,285.0,30.61%,Dordrecht,1860-06-12,periodiek,2037,943,943,931,11,1.0,466,893.0,2,0,0,1,-0.1444568868980963,0,0 days 00:00:00,4472 days,1,9,8,,,0,4,3,1,J.D. van der Poel,01041,J.D. van der Poel,,,,,,,,,,
3172,jhr.mr. H.J. van der Heim,,,,194.0,20.84%,Dordrecht,1860-06-12,periodiek,2037,943,943,931,11,1.0,466,893.0,3,0,0,0,-0.24636058230683092,0,120 days 00:00:00,7792 days,1,2,2,,,0,0,0,0,,,,1738.24342619088,0.0,0.0,,,,,,,
3173,mr. P. BlussÃ© van Oud-Alblas,mr. P. BlussÃ© van Oud-Alblas,P.  Blussé van Oud-Alblas,,699.0,55.88%,Dordrecht,1860-06-26,herstemming,2037,1261,1261,1251,9,1.0,626,1251.0,1,1,1,0,0.11750599520383694,1,-2191 days +00:00:00,13711 days,2,18,12,5,3,1,13,2,10,P.  Blussé van Oud-Alblas,00138,P.  Blussé van Oud-Alblas,243496.3489140897,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0
3174,mr. J.D. van der Poel,mr. J.D. van der Poel,J.D. van der Poel,,552.0,44.12%,Dordrecht,1860-06-26,herstemming,2037,1261,1261,1251,9,1.0,626,1251.0,2,0,0,1,-0.11750599520383694,1,0 days 00:00:00,4472 days,1,10,8,,,0,4,3,1,J.D. van der Poel,01041,J.D. van der Poel,,,,,,,,,,
3175,mr. G.A. de Raadt,mr. G.A. de Raadt,G.A. de Raadt,,471.0,71.80%,Dordrecht,1862-06-10,periodiek,2063,670,671,656,6,1.0,328,553.0,1,1,1,0,0.7034358047016275,1,0 days 00:00:00,6811 days,1,11,8,4,2,1,5,2,2,G.A. de Raadt,01074,G.A. de Raadt,497222.7002894377,1.0,0.0,,,,,,,
3176,mr. J.S. Lotsy,mr. J.S. Lotsy,J.S.  Lotsy,,82.0,12.50%,Dordrecht,1862-06-10,periodiek,2063,670,671,656,6,1.0,328,553.0,2,0,0,1,-0.7034358047016275,1,635 days 00:00:00,4940 days,1,5,5,,,0,2,2,0,J.S.  Lotsy,00844,J.S.  Lotsy,,,,,,,,,,
3177,mr. P. BlussÃ© van Oud-Alblas,mr. P. BlussÃ© van Oud-Alblas,P.  Blussé van Oud-Alblas,,497.0,49.01%,Dordrecht,1864-06-14,periodiek,2168,1044,1044,1014,16,1.0,507,926.0,1,1,1,0,0.17062634989200864,0,-2191 days +00:00:00,13711 days,1,19,13,6,4,0,13,3,10,P.  Blussé van Oud-Alblas,00138,P.  Blussé van Oud-Alblas,243496.3489140897,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,
3178,mr. M. Bichon van Ysselmonde,mr. M. Bichon van Ysselmonde,M.  Bichon van Ysselmonde,,339.0,33.43%,Dordrecht,1864-06-14,periodiek,2168,1044,1044,1014,16,1.0,507,926.0,2,0,0,1,-0.17062634989200864,0,-6601 days +00:00:00,10255 days,2,5,5,,,0,5,0,5,M.  Bichon van IJsselmonde,00112,M.  Bichon van IJsselmonde,415283.90476643376,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
3179,M. graaf van Limburg Stirum,,,,90.0,8.88%,Dordrecht,1864-06-14,periodiek,2168,1044,1044,1014,16,1.0,507,926.0,3,0,0,0,-0.43952483801295894,0,,0 days,1,1,1,,,0,0,0,0,,,,,,,,,,,,,
3180,mr. P. BlussÃ© van Oud-Alblas,mr. P. BlussÃ© van Oud-Alblas,P.  Blussé van Oud-Alblas,,881.0,53.01%,Dordrecht,1864-06-28,herstemming,2168,1670,1671,1662,7,1.0,831,1662.0,1,1,1,0,0.06016847172081829,1,-2191 days +00:00:00,13711 days,1,20,13,7,4,1,13,3,9,P.  Blussé van Oud-Alblas,00138,P.  Blussé van Oud-Alblas,243496.3489140897,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,
3181,mr. M. Bichon van Ysselmonde,mr. M. Bichon van Ysselmonde,M.  Bichon van Ysselmonde,,781.0,46.99%,Dordrecht,1864-06-28,herstemming,2168,1670,1671,1662,7,1.0,831,1662.0,2,0,0,1,-0.06016847172081829,1,-6601 days +00:00:00,10255 days,1,6,5,,,0,5,0,5,M.  Bichon van IJsselmonde,00112,M.  Bichon van IJsselmonde,415283.90476643376,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
3182,mr. G.A. de Raadt,mr. G.A. de Raadt,G.A. de Raadt,,744.0,52.32%,Dordrecht,1866-06-12,periodiek,2165,1477,1477,1422,8,1.0,711,1394.0,1,1,1,0,0.0896700143472023,1,0 days 00:00:00,6811 days,1,12,9,5,3,1,5,3,1,G.A. de Raadt,01074,G.A. de Raadt,497222.7002894377,0.0,,,,,,,,
3183,mr. G. Groen van Prinsterer,mr. G. Groen van Prinsterer,G.  Groen van Prinsterer,,619.0,43.53%,Dordrecht,1866-06-12,periodiek,2165,1477,1477,1422,8,1.0,711,1394.0,2,0,0,1,-0.0896700143472023,1,-651 days +00:00:00,9168 days,6,86,76,,,1,9,8,0,G.  Groen van Prinsterer,00485,G.  Groen van Prinsterer,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3184,mr. M.G. Timmers Verhoeven,,,,31.0,2.18%,Dordrecht,1866-06-12,periodiek,2165,1477,1477,1422,8,1.0,711,1394.0,3,0,0,0,-0.5114777618364419,1,140 days 00:00:00,140 days,1,1,1,,,0,0,0,0,,,,,0.0,,,,,,,,
3185,mr. M. Bichon van Ysselmonde,mr. M. Bichon van Ysselmonde,M.  Bichon van Ysselmonde,,864.0,49.27%,Dordrecht,1866-10-30,algemeen,2165,1774,1774,3507,29,2.0,877,3382.0,1,1,0,0,0.011531638083973979,0,-6601 days +00:00:00,10255 days,3,10,9,1,1,0,5,0,5,M.  Bichon van IJsselmonde,00112,M.  Bichon van IJsselmonde,415283.90476643376,0.0,0.0,0.0,0.0,1.0,1.0,0.0,,
3186,mr. G.A. de Raadt,mr. G.A. de Raadt,G.A. de Raadt,,861.0,49.10%,Dordrecht,1866-10-30,algemeen,2165,1774,1774,3507,29,2.0,877,3382.0,2,1,1,0,0.010644589000591367,0,0 days 00:00:00,6811 days,1,13,10,6,4,0,5,4,1,G.A. de Raadt,01074,G.A. de Raadt,497222.7002894377,,,,,,,,,
3187,mr. P. BlussÃ© van Oud-Alblas,mr. P. BlussÃ© van Oud-Alblas,P.  Blussé van Oud-Alblas,,825.0,47.05%,Dordrecht,1866-10-30,algemeen,2165,1774,1774,3507,29,2.0,877,3382.0,3,0,0,1,-0.010644589000591367,0,-2191 days +00:00:00,13711 days,1,21,14,,,0,13,4,9,P.  Blussé van Oud-Alblas,00138,P.  Blussé van Oud-Alblas,243496.3489140897,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,
3188,mr. L.W.C. Keuchenius,mr. L.W.C. Keuchenius,L.W.C.  Keuchenius,,685.0,39.06%,Dordrecht,1866-10-30,algemeen,2165,1774,1774,3507,29,2.0,877,3382.0,4,0,0,0,-0.05204021289178001,0,408 days 00:00:00,9856 days,8,16,16,,,1,12,1,10,L.W.Ch.  Keuchenius,00691,L.W.Ch.  Keuchenius,-8129.321577144653,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3189,mr. M.G. Timmers Verhoeven,,,,90.0,5.13%,Dordrecht,1866-10-30,algemeen,2165,1774,1774,3507,29,2.0,877,3382.0,5,0,0,0,-0.22797161442933175,0,140 days 00:00:00,140 days,1,2,2,,,0,0,0,0,,,,,,,,,,,,,
3190,mr. J.G. Kist,,,,33.0,1.88%,Dordrecht,1866-10-30,algemeen,2165,1774,1774,3507,29,2.0,877,3382.0,6,0,0,0,-0.24482554701360143,0,2499 days 00:00:00,2948 days,1,2,2,,,0,0,0,0,,,,,0.0,,,,,,,,
3191,mr. M. Bichon van Ysselmonde,mr. M. Bichon van Ysselmonde,M.  Bichon van Ysselmonde,,24.0,1.37%,Dordrecht,1866-10-30,algemeen,2165,1774,1774,3507,29,2.0,877,3382.0,7,0,0,0,-0.24748669426374925,0,-6601 days +00:00:00,10255 days,3,10,9,,,0,5,0,5,M.  Bichon van IJsselmonde,00112,M.  Bichon van IJsselmonde,415283.90476643376,0.0,0.0,0.0,0.0,1.0,1.0,0.0,,
3192,mr. G.A. de Raadt,mr. G.A. de Raadt,G.A. de Raadt,,995.0,52.98%,Dordrecht,1866-11-13,herstemming,2165,1918,1918,3756,74,2.0,939,3756.0,1,1,0,0,0.013312034078807242,1,0 days 00:00:00,6811 days,1,14,10,7,4,1,5,4,0,G.A. de Raadt,01074,G.A. de Raadt,497222.7002894377,,,,,,,,,
3193,mr. M. Bichon van Ysselmonde,mr. M. Bichon van Ysselmonde,M.  Bichon van Ysselmonde,,968.0,51.54%,Dordrecht,1866-11-13,herstemming,2165,1918,1918,3756,74,2.0,939,3756.0,2,1,1,0,0.006123535676251331,1,-6601 days +00:00:00,10255 days,1,11,9,2,1,1,5,0,4,M.  Bichon van IJsselmonde,00112,M.  Bichon van IJsselmonde,415283.90476643376,0.0,0.0,0.0,0.0,1.0,1.0,0.0,,
3194,mr. P. BlussÃ© van Oud-Alblas,mr. P. BlussÃ© van Oud-Alblas,P.  Blussé van Oud-Alblas,,945.0,50.32%,Dordrecht,1866-11-13,herstemming,2165,1918,1918,3756,74,2.0,939,3756.0,3,0,0,1,-0.006123535676251331,1,-2191 days +00:00:00,13711 days,1,22,14,,,1,13,4,8,P.  Blussé van Oud-Alblas,00138,P.  Blussé van Oud-Alblas,243496.3489140897,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,
3195,mr. L.W.C. Keuchenius,mr. L.W.C. Keuchenius,L.W.C.  Keuchenius,,848.0,45.15%,Dordrecht,1866-11-13,herstemming,2165,1918,1918,3756,74,2.0,939,3756.0,4,0,0,0,-0.03194888178913738,1,408 days 00:00:00,9856 days,1,17,16,,,0,12,2,10,L.W.Ch.  Keuchenius,00691,L.W.Ch.  Keuchenius,-8129.321577144653,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3196,mr. P. BlussÃ© van Oud-Alblas,mr. P. BlussÃ© van Oud-Alblas,P.  Blussé van Oud-Alblas,,902.0,53.20%,Dordrecht,1868-01-22,algemeen,2231,1740,1741,3391,55,2.0,848,3361.0,1,1,0,0,0.04849747099077655,1,-2191 days +00:00:00,13711 days,1,23,15,8,5,1,13,5,7,P.  Blussé van Oud-Alblas,00138,P.  Blussé van Oud-Alblas,243496.3489140897,1.0,1.0,1.0,1.0,1.0,1.0,,,
3197,mr. P.P. van Bosse,mr. P.P. van Bosse,P.P. van Bosse,,886.0,52.26%,Dordrecht,1868-01-22,algemeen,2231,1740,1741,3391,55,2.0,848,3361.0,2,1,1,0,0.04373698304076168,1,4914 days 00:00:00,8792 days,3,25,20,9,8,1,6,5,0,P.Ph. van Bosse,00184,P.Ph. van Bosse,132307.49243123925,0.0,,,,,,,,
3198,mr. M. Bichon van Ysselmonde,mr. M. Bichon van Ysselmonde,M.  Bichon van Ysselmonde,,739.0,43.59%,Dordrecht,1868-01-22,algemeen,2231,1740,1741,3391,55,2.0,848,3361.0,3,0,0,1,-0.04373698304076168,1,-6601 days +00:00:00,10255 days,2,13,11,,,0,5,1,4,M.  Bichon van IJsselmonde,00112,M.  Bichon van IJsselmonde,415283.90476643376,0.0,0.0,0.0,1.0,1.0,,,,
3199,mr. G. Groen van Prinsterer,mr. G. Groen van Prinsterer,G.  Groen van Prinsterer,,539.0,31.79%,Dordrecht,1868-01-22,algemeen,2231,1740,1741,3391,55,2.0,848,3361.0,4,0,0,0,-0.10324308241594764,1,-651 days +00:00:00,9168 days,13,107,97,,,0,9,9,0,G.  Groen van Prinsterer,00485,G.  Groen van Prinsterer,,0.0,,,,,,,,
3200,mr. J.G. Kist,,,,238.0,14.04%,Dordrecht,1868-01-22,algemeen,2231,1740,1741,3391,55,2.0,848,3361.0,5,0,0,0,-0.1927997619756025,1,2499 days 00:00:00,2948 days,1,3,3,,,0,0,0,0,,,,,,,,,,,,,
3201,mr. H.M. Barendrecht,,,,57.0,3.36%,Dordrecht,1868-01-22,algemeen,2231,1740,1741,3391,55,2.0,848,3361.0,6,0,0,0,-0.24665278191014578,1,,0 days,1,1,1,,,0,0,0,0,,,,,,,,,,,,,
3202,jhr.mr. W.T. Gevers Deynoot,jhr.mr. W.T. Gevers Deynoot,W.T.  Gevers Deynoot,,809.0,49.88%,Dordrecht,1868-06-23,tussentijds,2231,1645,1645,1622,10,1.0,811,1615.0,1,1,1,0,0.0018575851393188853,0,14 days 00:00:00,9686 days,1,30,26,4,3,0,5,3,2,W.Th.  Gevers Deynoot,00455,W.Th.  Gevers Deynoot,323201.59680929244,1.0,1.0,0.0,,,,,,
3203,mr. M. Bichon van Ysselmonde,mr. M. Bichon van Ysselmonde,M.  Bichon van Ysselmonde,,806.0,49.69%,Dordrecht,1868-06-23,tussentijds,2231,1645,1645,1622,10,1.0,811,1615.0,2,0,0,1,-0.0018575851393188853,0,-6601 days +00:00:00,10255 days,1,14,12,,,0,5,1,4,M.  Bichon van IJsselmonde,00112,M.  Bichon van IJsselmonde,415283.90476643376,0.0,0.0,0.0,1.0,1.0,,,,
3204,mr. M. Bichon van Ysselmonde,mr. M. Bichon van Ysselmonde,M.  Bichon van Ysselmonde,,1071.0,53.98%,Dordrecht,1868-07-07,herstemming,2231,2005,2005,1984,15,1.0,992,1984.0,1,1,1,0,0.07963709677419355,1,-6601 days +00:00:00,10255 days,1,15,12,3,1,1,5,1,3,M.  Bichon van IJsselmonde,00112,M.  Bichon van IJsselmonde,415283.90476643376,0.0,0.0,0.0,1.0,1.0,,,,
3205,jhr.mr. W.T. Gevers Deynoot,jhr.mr. W.T. Gevers Deynoot,W.T.  Gevers Deynoot,,913.0,46.02%,Dordrecht,1868-07-07,herstemming,2231,2005,2005,1984,15,1.0,992,1984.0,2,0,0,1,-0.07963709677419355,1,14 days 00:00:00,9686 days,1,31,26,,,0,5,3,2,W.Th.  Gevers Deynoot,00455,W.Th.  Gevers Deynoot,323201.59680929244,1.0,1.0,0.0,,,,,,
3206,mr. P. BlussÃ© van Oud-Alblas,mr. P. BlussÃ© van Oud-Alblas,P.  Blussé van Oud-Alblas,(AH)*,1000.0,64.98%,Dordrecht,1869-06-08,periodiek,2037,1547,1547,1539,8,1.0,770,1538.0,1,1,1,0,0.4505851755526658,1,-2191 days +00:00:00,13711 days,1,24,16,9,6,1,13,6,6,P.  Blussé van Oud-Alblas,00138,P.  Blussé van Oud-Alblas,243496.3489140897,1.0,1.0,1.0,1.0,1.0,,,,
3207,jhr.mr. J.W. van Loon,jhr.mr. J.W. van Loon,J.W. van Loon,,307.0,19.95%,Dordrecht,1869-06-08,periodiek,2037,1547,1547,1539,8,1.0,770,1538.0,2,0,0,1,-0.4505851755526658,1,449 days 00:00:00,3283 days,6,23,20,,,1,2,0,1,J.W. van Loon,00841,J.W. van Loon,,1.0,,,,,,,,
3208,mr. W. Wintgens,mr. W. Wintgens,W.  Wintgens,AK/DZH,231.0,15.01%,Dordrecht,1869-06-08,periodiek,2037,1547,1547,1539,8,1.0,770,1538.0,3,0,0,0,-0.5,1,-7495 days +00:00:00,13711 days,2,15,12,,,0,13,8,5,W.  Wintgens,01557,W.  Wintgens,656293.619577483,1.0,1.0,1.0,1.0,0.0,0.0,,,
3209,J.P. Bredius,J.P. Bredius,J.P.  Bredius,,767.0,55.66%,Dordrecht,1871-01-31,tussentijds,2067,1394,1394,1378,13,1.0,689,1368.0,1,1,1,0,0.27046783625730997,1,4005 days 00:00:00,6602 days,1,3,3,1,1,1,4,0,3,J.P.  Bredius,00202,J.P.  Bredius,9856.032881567842,1.0,1.0,,,,,,,
3210,J.P. Bredius,J.P. Bredius,J.P.  Bredius,,767.0,55.66%,Dordrecht,1871-01-31,tussentijds,2067,1394,1394,1378,13,1.0,689,1368.0,1,1,1,0,0.27046783625730997,1,4005 days 00:00:00,6602 days,1,3,3,1,1,1,4,0,3,J.P.  Bredius,00203,J.P.  Bredius,,1.0,1.0,,,,,,,
3211,mr. J.W. Gefken,mr. J.W. Gefken,J.W.  Gefken,,397.0,28.81%,Dordrecht,1871-01-31,tussentijds,2067,1394,1394,1378,13,1.0,689,1368.0,2,0,0,1,-0.27046783625730997,1,2694 days 00:00:00,8030 days,1,12,11,,,0,1,1,0,J.W.  Gefken,00440,J.W.  Gefken,83045.41858749038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3212,mr. G.A. de Raadt,mr. G.A. de Raadt,G.A. de Raadt,,204.0,14.80%,Dordrecht,1871-01-31,tussentijds,2067,1394,1394,1378,13,1.0,689,1368.0,3,0,0,0,-0.41154970760233917,1,0 days 00:00:00,6811 days,1,15,11,,,0,5,5,0,G.A. de Raadt,01074,G.A. de Raadt,497222.7002894377,,,,,,,,,
3213,jhr.mr. W.T. Gevers Deynoot,jhr.mr. W.T. Gevers Deynoot,W.T.  Gevers Deynoot,(AH)*,892.0,73.23%,Dordrecht,1871-06-13,periodiek,2109,1235,1235,1218,17,1.0,609,1188.0,1,1,1,0,0.5244107744107744,1,14 days 00:00:00,9686 days,1,33,28,5,4,1,5,3,1,W.Th.  Gevers Deynoot,00455,W.Th.  Gevers Deynoot,323201.59680929244,1.0,,,,,,,,
3214,mr. M. Bichon van Ysselmonde,mr. M. Bichon van Ysselmonde,M.  Bichon van Ysselmonde,(DZH)*,269.0,22.09%,Dordrecht,1871-06-13,periodiek,2109,1235,1235,1218,17,1.0,609,1188.0,2,0,0,1,-0.5244107744107744,1,-6601 days +00:00:00,10255 days,2,17,14,,,0,5,2,3,M.  Bichon van IJsselmonde,00112,M.  Bichon van IJsselmonde,415283.90476643376,0.0,1.0,1.0,,,,,,
3215,dr. A. Kuyper,dr. A. Kuyper,A.  Kuyper,,27.0,2.22%,Dordrecht,1871-06-13,periodiek,2109,1235,1235,1218,17,1.0,609,1188.0,3,0,0,0,-0.7281144781144782,1,8337 days 00:00:00,13889 days,9,9,9,,,0,7,0,7,A.  Kuyper,00766,A.  Kuyper,95930.78725689568,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
3216,J.P. Bredius,J.P. Bredius,J.P.  Bredius,(AH)*,887.0,63.58%,Dordrecht,1873-06-10,periodiek,2137,1413,1415,1395,12,1.0,698,1380.0,1,1,1,0,0.2855072463768116,1,4005 days 00:00:00,6602 days,1,4,4,2,2,1,4,1,2,J.P.  Bredius,00202,J.P.  Bredius,9856.032881567842,1.0,,,,,,,,
