,Naam,Aanbevolen door,Aantal stemmen,Procentueel,District,Verkiezingdatum,Type,Omvang electoraat,Opkomst,Aantal stembriefjes,Aantal stemmen geldig,Aantal stemmen blanco,Aantal zetels,Kiesdrempel
5347,mr. R. van der Borch van Verwolde,AR(Ka),1286,47.65%,Dordrecht,20/03/1888,herstemming,2864,2715,2715,2699,15,1,1350
5348,S.M.H. van Gijn,,1402,53.78%,Dordrecht,26/03/1889,tussentijds,2864,2624,2625,2607,10,1,1304
5349,J.G. van Schaardenburg,,1202,46.11%,Dordrecht,26/03/1889,tussentijds,2864,2624,2625,2607,10,1,1304
5350,S.M.H. van Gijn,Lib,1431,56.81%,Dordrecht,09/06/1891,algemeen,2934,2553,2553,2519,30,1,1260
5351,jhr.mr. J.J. Pompe van Meerdervoort,AR(Ka),947,37.59%,Dordrecht,09/06/1891,algemeen,2934,2553,2553,2519,30,1,1260
5352,mr. J.G. de Bruijn,Ka,128,5.08%,Dordrecht,09/06/1891,algemeen,2934,2553,2553,2519,30,1,1260
5353,S.M.H. van Gijn,Lib(TT),1136,49.82%,Dordrecht,10/04/1894,algemeen,2931,2309,2309,2280,29,1,1140
5354,dr. A. Kuyper,AR(VT),609,26.71%,Dordrecht,10/04/1894,algemeen,2931,2309,2309,2280,29,1,1140
5355,mr. F.N. Sickenga,Lib(VT),529,23.20%,Dordrecht,10/04/1894,algemeen,2931,2309,2309,2280,29,1,1140
5356,S.M.H. van Gijn,Lib(TT),1342,52.12%,Dordrecht,24/04/1894,herstemming,2931,2615,2615,2575,40,1,1288
5357,dr. A. Kuyper,AR(VT),1233,47.88%,Dordrecht,24/04/1894,herstemming,2931,2615,2615,2575,40,1,1288
5358,mr. Th. Heemskerk,AR(Ka),1252,53.80%,Ridderkerk,06/03/1888,algemeen,2582,2345,2344,2327,15,1,1164
5359,mr. J.B. van Osenbruggen,Lib,1032,44.35%,Ridderkerk,06/03/1888,algemeen,2582,2345,2344,2327,15,1,1164
5360,mr. O.J.H. graaf van Limburg Stirum,,42,1.80%,Ridderkerk,06/03/1888,algemeen,2582,2345,2344,2327,15,1,1164
5361,A. Smit,Lib,1185,50.45%,Ridderkerk,09/06/1891,algemeen,2628,2371,2371,2349,22,1,1175
5362,mr. Th. Heemskerk,AR,1139,48.49%,Ridderkerk,09/06/1891,algemeen,2628,2371,2371,2349,22,1,1175
5363,A. Smit,Lib(TT),885,46.19%,Ridderkerk,10/04/1894,algemeen,2628,1944,1944,1916,27,1,958
5364,mr. Th. Heemskerk,AR(VT),882,46.03%,Ridderkerk,10/04/1894,algemeen,2628,1944,1944,1916,27,1,958
5365,mr. J.G. Gleichman,Lib(TT),114,5.95%,Ridderkerk,10/04/1894,algemeen,2628,1944,1944,1916,27,1,958
5366,A. Smit,Lib(TT),1135,52.14%,Ridderkerk,24/04/1894,herstemming,2628,2199,2199,2177,19,1,1089
5367,mr. Th. Heemskerk,AR(VT),1042,47.86%,Ridderkerk,24/04/1894,herstemming,2628,2199,2199,2177,19,1,1089
5368,H. Seret,AR(Ka),1674,53.95%,Gorinchem,06/03/1888,algemeen,3441,3118,3118,3103,12,1,1552
5369,J.J. van Tienhoven van den Boogaard,Lib,1423,45.86%,Gorinchem,06/03/1888,algemeen,3441,3118,3118,3103,12,1,1552
5370,H. Seret,AR,1652,55.94%,Gorinchem,09/06/1891,algemeen,3391,2984,2984,2953,23,1,1477
5371,W.F. Tak,Lib,1281,43.38%,Gorinchem,09/06/1891,algemeen,3391,2984,2984,2953,23,1,1477
5372,H. Seret,AR(VT),1266,52.86%,Gorinchem,10/04/1894,algemeen,3396,2422,2422,2395,26,1,1198
5373,J.F.W. Conrad,Lib(TT),1113,46.47%,Gorinchem,10/04/1894,algemeen,3396,2422,2422,2395,26,1,1198
5374,mr. B.J.L. baron van Geer van Jutphaas,AR(Ka),1585,55.61%,Sliedrecht,06/03/1888,algemeen,3344,2864,2864,2850,7,1,1425
5375,K. van Wijngaarden,Lib,1237,43.40%,Sliedrecht,06/03/1888,algemeen,3344,2864,2864,2850,7,1,1425
5376,mr. B.J.L. baron van Geer van Jutphaas,AR,1642,59.15%,Sliedrecht,09/06/1891,algemeen,3384,2790,2791,2776,12,1,1388
5377,J. Lels,Lib,1127,40.60%,Sliedrecht,09/06/1891,algemeen,3384,2790,2791,2776,12,1,1388
5378,dr. A. Kuyper,AR(VT),1071,48.68%,Sliedrecht,10/04/1894,algemeen,3438,2223,2223,2200,20,1,1100
5379,J.A. van Haaften,Lib(TT),554,25.18%,Sliedrecht,10/04/1894,algemeen,3438,2223,2223,2200,20,1,1100
5380,jhr.mr. G.J.T. Beelaerts van Blokland,AR(TT),545,24.77%,Sliedrecht,10/04/1894,algemeen,3438,2223,2223,2200,20,1,1100
5381,dr. A. Kuyper,AR(VT),1340,51.74%,Sliedrecht,24/04/1894,herstemming,3438,2631,2631,2590,37,1,1295
5382,J.A. van Haaften,Lib(TT),1250,48.26%,Sliedrecht,24/04/1894,herstemming,3438,2631,2631,2590,37,1,1295
5383,mr. C. Lucasse,AR(Ka),1798,48.79%,Middelburg,06/03/1888,algemeen,4267,3698,3697,3685,10,1,1843
5384,A. Smit,Lib,1668,45.26%,Middelburg,06/03/1888,algemeen,4267,3698,3697,3685,10,1,1843
5385,dr. J. van der Beke Callenfels,AR,175,4.75%,Middelburg,06/03/1888,algemeen,4267,3698,3697,3685,10,1,1843
5386,mr. C. Lucasse,AR(Ka),1985,51.13%,Middelburg,20/03/1888,herstemming,4267,3924,3924,3882,31,1,1941
5387,A. Smit,Lib,1895,48.82%,Middelburg,20/03/1888,herstemming,4267,3924,3924,3882,31,1,1941
5388,A. Smit,Lib,1852,47.68%,Middelburg,09/06/1891,algemeen,4398,3919,3918,3884,8,1,1942
5389,mr. C. Lucasse,AR,1808,46.55%,Middelburg,09/06/1891,algemeen,4398,3919,3918,3884,8,1,1942
5390,mr. C.J.A. Heydenrijck,Ka,133,3.42%,Middelburg,09/06/1891,algemeen,4398,3919,3918,3884,8,1,1942
5391,W.P.G. Helsdingen,,56,1.44%,Middelburg,09/06/1891,algemeen,4398,3919,3918,3884,8,1,1942
5392,mr. C. Lucasse,AR,1997,51.70%,Middelburg,25/06/1891,tussentijds,4398,3907,3908,3863,37,1,1932
5393,mr. E. Fokker,,1555,40.25%,Middelburg,25/06/1891,tussentijds,4398,3907,3908,3863,37,1,1932
5394,J.H. Snijders,,270,6.99%,Middelburg,25/06/1891,tussentijds,4398,3907,3908,3863,37,1,1932
5395,mr. C. Lucasse,AR(VT),1626,93.83%,Middelburg,10/04/1894,algemeen,4311,1938,1939,1733,200,1,867
5396,mr. P.C.J. Hennequin,Lib,1238,46.84%,Oostburg,06/03/1888,algemeen,3040,2656,2656,2643,11,1,1322
5397,N. Glinderman,AR,879,33.26%,Oostburg,06/03/1888,algemeen,3040,2656,2656,2643,11,1,1322
5398,dr. H.J.A.M. Schaepman,Ka,499,18.88%,Oostburg,06/03/1888,algemeen,3040,2656,2656,2643,11,1,1322
5399,N. Glinderman,AR(Ka),1432,51.09%,Oostburg,20/03/1888,herstemming,3040,2825,2827,2803,21,1,1402
5400,mr. P.C.J. Hennequin,Lib,1371,48.91%,Oostburg,20/03/1888,herstemming,3040,2825,2827,2803,21,1,1402
5401,mr. P.C.J. Hennequin,Lib,1420,52.07%,Oostburg,09/06/1891,algemeen,3210,2772,2773,2727,34,1,1364
5402,N. Glinderman,AR,1046,38.36%,Oostburg,09/06/1891,algemeen,3210,2772,2773,2727,34,1,1364
5403,mr. L. Stevens,Ka,210,7.70%,Oostburg,09/06/1891,algemeen,3210,2772,2773,2727,34,1,1364
5404,F.P. Oudens,,37,1.36%,Oostburg,09/06/1891,algemeen,3210,2772,2773,2727,34,1,1364
5405,mr. P.C.J. Hennequin,Lib(TT),1586,74.22%,Oostburg,10/04/1894,algemeen,3170,2188,2188,2137,48,1,1069
5406,N. Glinderman,AR(VT),533,24.94%,Oostburg,10/04/1894,algemeen,3170,2188,2188,2137,48,1,1069
5407,jhr.mr. A.F. de Savornin Lohman,AR(Ka),2194,61.65%,Goes,06/03/1888,algemeen,4075,3596,3597,3559,27,1,1780
5408,jhr.mr. W. Six,Lib,1321,37.12%,Goes,06/03/1888,algemeen,4075,3596,3597,3559,27,1,1780
5409,mr. L.W.C. Keuchenius,,1548,57.08%,Goes,18/03/1890,tussentijds,4051,2772,2772,2712,39,1,1356
5410,J.H.C. Heijse,,1153,42.51%,Goes,18/03/1890,tussentijds,4051,2772,2772,2712,39,1,1356
5411,mr. L.W.C. Keuchenius,AR,1561,53.98%,Goes,09/06/1891,algemeen,4022,2927,2927,2892,28,1,1446
5412,J.H.C. Heijse,Lib,1173,40.56%,Goes,09/06/1891,algemeen,4022,2927,2927,2892,28,1,1446
5413,mr. B.M. Bahlmann,Ka,129,4.46%,Goes,09/06/1891,algemeen,4022,2927,2927,2892,28,1,1446
5414,jhr.mr. A.F. de Savornin Lohman,,1653,63.24%,Goes,09/01/1894,tussentijds,4073,2659,2659,2614,36,1,1307
5415,D. Stigter,,944,36.11%,Goes,09/01/1894,tussentijds,4073,2659,2659,2614,36,1,1307
5416,jhr.mr. A.F. de Savornin Lohman,AR(TT),1224,49.94%,Goes,10/04/1894,algemeen,4050,2486,2486,2451,33,1,1226
5417,D. Stigter,Lib(VT),699,28.52%,Goes,10/04/1894,algemeen,4050,2486,2486,2451,33,1,1226
5418,C.J. Huvers,,485,19.79%,Goes,10/04/1894,algemeen,4050,2486,2486,2451,33,1,1226
5419,jhr.mr. A.F. de Savornin Lohman,AR(TT),1866,63.69%,Goes,24/04/1894,herstemming,4050,2972,2972,2930,31,1,1465
5420,D. Stigter,Lib(VT),1065,36.35%,Goes,24/04/1894,herstemming,4050,2972,2972,2930,31,1,1465
5421,mr. F.J.F.M. Walter,Ka,1419,47.33%,Hontenisse,06/03/1888,algemeen,3419,3017,3018,2998,9,1,1499
5422,jhr.mr. J.J. Pompe van Meerdervoort,AR,1194,39.83%,Hontenisse,06/03/1888,algemeen,3419,3017,3018,2998,9,1,1499
5423,J. Vogelvanger,Lib,353,11.77%,Hontenisse,06/03/1888,algemeen,3419,3017,3018,2998,9,1,1499
5424,mr. F.J.F.M. Walter,Ka,1511,51.20%,Hontenisse,20/03/1888,herstemming,3419,2977,2979,2951,22,1,1476
5425,jhr.mr. J.J. Pompe van Meerdervoort,AR,1440,48.80%,Hontenisse,20/03/1888,herstemming,3419,2977,2979,2951,22,1,1476
5426,mr. F.J.F.M. Walter,,964,87.24%,Hontenisse,31/03/1891,tussentijds,3426,1193,1193,1105,81,1,553
5427,jhr.mr. J.J. Pompe van Meerdervoort,,94,8.51%,Hontenisse,31/03/1891,tussentijds,3426,1193,1193,1105,81,1,553
5428,mr. F.J.F.M. Walter,Ka,1361,47.57%,Hontenisse,09/06/1891,algemeen,3487,2889,2889,2861,19,1,1431
5429,jhr.mr. J.J. Pompe van Meerdervoort,AR,939,32.82%,Hontenisse,09/06/1891,algemeen,3487,2889,2889,2861,19,1,1431
5430,mr. J.G. van Deinse,Lib,545,19.05%,Hontenisse,09/06/1891,algemeen,3487,2889,2889,2861,19,1,1431
5431,mr. F.J.F.M. Walter,Ka,1576,57.29%,Hontenisse,23/06/1891,herstemming,3487,2806,2806,2751,36,1,1376
5432,jhr.mr. J.J. Pompe van Meerdervoort,AR,1175,42.71%,Hontenisse,23/06/1891,herstemming,3487,2806,2806,2751,36,1,1376
5433,mr. F.J.F.M. Walter,Ka(TT),1196,48.48%,Hontenisse,10/04/1894,algemeen,3374,2492,2493,2467,19,1,1234
5434,mr. J.G. van Deinse,Lib(VT),653,26.47%,Hontenisse,10/04/1894,algemeen,3374,2492,2493,2467,19,1,1234
5435,C.J. Huvers,,609,24.69%,Hontenisse,10/04/1894,algemeen,3374,2492,2493,2467,19,1,1234
5436,mr. J.G. van Deinse,Lib(VT),1551,52.99%,Hontenisse,24/04/1894,herstemming,3374,2950,2950,2927,21,1,1464
5437,mr. F.J.F.M. Walter,Ka(TT),1376,47.01%,Hontenisse,24/04/1894,herstemming,3374,2950,2950,2927,21,1,1464
5438,J.J. van Kerkwijk,Lib,1797,56.96%,Zierikzee,06/03/1888,algemeen,3457,3169,3171,3155,14,1,1578
5439,mr. D.P.D. Fabius,AR,1351,42.82%,Zierikzee,06/03/1888,algemeen,3457,3169,3171,3155,14,1,1578
5440,J.J. van Kerkwijk,Lib,1852,64.94%,Zierikzee,09/06/1891,algemeen,3443,2877,2877,2852,18,1,1426
5441,mr. D.P.D. Fabius,AR,990,34.71%,Zierikzee,09/06/1891,algemeen,3443,2877,2877,2852,18,1,1426
5442,J.J. van Kerkwijk,Lib(VT),1657,67.22%,Zierikzee,10/04/1894,algemeen,3379,2491,2491,2465,25,1,1233
5443,mr. Th. Heemskerk,AR(VT),630,25.56%,Zierikzee,10/04/1894,algemeen,3379,2491,2491,2465,25,1,1233
5444,mr. J.G. Gleichman,Lib(TT),168,6.82%,Zierikzee,10/04/1894,algemeen,3379,2491,2491,2465,25,1,1233
5445,W.H.B. Wilkens,,1014,43.06%,Bergen op Zoom,06/03/1888,algemeen,2860,2367,2367,2355,11,1,1178
5446,L.D.J.L. de Ram,Ka,755,32.06%,Bergen op Zoom,06/03/1888,algemeen,2860,2367,2367,2355,11,1,1178
5447,mr. J.G.S. Bevers,Ka,549,23.31%,Bergen op Zoom,06/03/1888,algemeen,2860,2367,2367,2355,11,1,1178
5448,A. baron van Schimmelpenninck van der Oye,AR,31,1.32%,Bergen op Zoom,06/03/1888,algemeen,2860,2367,2367,2355,11,1,1178
5449,L.D.J.L. de Ram,Ka,1303,52.84%,Bergen op Zoom,20/03/1888,herstemming,2860,2488,2488,2466,19,1,1233
5450,W.H.B. Wilkens,,1163,47.16%,Bergen op Zoom,20/03/1888,herstemming,2860,2488,2488,2466,19,1,1233
5451,L.D.J.L. de Ram,Ka,967,83.22%,Bergen op Zoom,09/06/1891,algemeen,2904,1175,1175,1162,13,1,581
5452,mr. M. Tydeman jr.,Lib,158,13.60%,Bergen op Zoom,09/06/1891,algemeen,2904,1175,1175,1162,13,1,581
5453,L.D.J.L. de Ram,Ka(TT),758,83.39%,Bergen op Zoom,10/04/1894,algemeen,2918,939,939,909,24,1,455
5454,dr. H.J.A.M. Schaepman,,79,8.69%,Bergen op Zoom,10/04/1894,algemeen,2918,939,939,909,24,1,455
5455,dr. G.W. Bruinsma,Rad(VT),34,3.74%,Bergen op Zoom,10/04/1894,algemeen,2918,939,939,909,24,1,455
5456,dr. H.J.A.M. Schaepman,Ka,1442,90.13%,Breda,06/03/1888,algemeen,3326,1627,1627,1600,25,1,800
5457,mr. L.P.M.H. baron van Michiels van Verduynen,Ka,1945,70.91%,Breda,10/04/1888,tussentijds,3326,2753,2753,2743,9,1,1372
5458,mr. P.F. van Cooth,Lib,596,21.73%,Breda,10/04/1888,tussentijds,3326,2753,2753,2743,9,1,1372
5459,F. Rikkers,,142,5.18%,Breda,10/04/1888,tussentijds,3326,2753,2753,2743,9,1,1372
5460,J.F. de Booij,,53,1.93%,Breda,10/04/1888,tussentijds,3326,2753,2753,2743,9,1,1372
5461,mr. L.P.M.H. baron van Michiels van Verduynen,Ka,1072,67.17%,Breda,09/06/1891,algemeen,3370,1613,1613,1596,13,1,798
5462,mr. M. Tydeman jr.,Lib,440,27.57%,Breda,09/06/1891,algemeen,3370,1613,1613,1596,13,1,798
5463,W.P.G. Helsdingen,V,37,2.32%,Breda,09/06/1891,algemeen,3370,1613,1613,1596,13,1,798
5464,mr. L.P.M.H. baron van Michiels van Verduynen,,549,86.73%,Breda,10/04/1894,algemeen,3348,645,645,633,10,1,317
5465,mr. E. Gompertz,,51,8.06%,Breda,10/04/1894,algemeen,3348,645,645,633,10,1,317
5466,mr. T.L.M.H. Borret,Ka,2112,93.78%,Oosterhout,06/03/1888,algemeen,3489,2264,2265,2252,11,1,1126
5467,J.S.P.W. Eerens,Lib,111,4.93%,Oosterhout,06/03/1888,algemeen,3489,2264,2265,2252,11,1,1126
5468,jhr. I.B.D. van den Berch van Heemstede,Ka,1481,59.36%,Oosterhout,09/06/1891,algemeen,3510,2510,2511,2495,3,1,1248
5469,mr. T.L.M.H. Borret,Ka,995,39.88%,Oosterhout,09/06/1891,algemeen,3510,2510,2511,2495,3,1,1248
5470,jhr. I.B.D. van den Berch van Heemstede,Ka(TT),1256,92.01%,Oosterhout,10/04/1894,algemeen,3491,1382,1382,1365,14,1,683
5471,mr. W.J.G. baron van Oldeneel tot Oldenzeel,,48,3.52%,Oosterhout,10/04/1894,algemeen,3491,1382,1382,1365,14,1,683
5472,J.P.T. van Nunen,Ka,1483,60.33%,Zevenbergen,06/03/1888,algemeen,3058,2472,2474,2458,12,1,1229
5473,mr. A.P.R.C. baron van Borch van Verwolde,AR,682,27.75%,Zevenbergen,06/03/1888,algemeen,3058,2472,2474,2458,12,1,1229
5474,J.S.P.W. Eerens,Lib,279,11.35%,Zevenbergen,06/03/1888,algemeen,3058,2472,2474,2458,12,1,1229
5475,J.P.T. van Nunen,Ka,1267,71.99%,Zevenbergen,09/06/1891,algemeen,3112,1772,1772,1760,8,1,880
5476,mr. M. Tydeman jr.,Lib,214,12.16%,Zevenbergen,09/06/1891,algemeen,3112,1772,1772,1760,8,1,880
5477,mr. A.P.R.C. baron van Borch van Verwolde,AR,208,11.82%,Zevenbergen,09/06/1891,algemeen,3112,1772,1772,1760,8,1,880
5478,mr. W.A.E. van der Borch,,55,3.13%,Zevenbergen,09/06/1891,algemeen,3112,1772,1772,1760,8,1,880
5479,E.A.M. van der Kun,,900,86.96%,Zevenbergen,06/12/1892,tussentijds,3113,1070,1071,1035,26,1,518
5480,mr. T.L.M.H. Borret,,56,5.41%,Zevenbergen,06/12/1892,tussentijds,3113,1070,1071,1035,26,1,518
5481,E.A.M. van der Kun,Ka(TT),1007,69.40%,Zevenbergen,10/04/1894,algemeen,3003,1468,1468,1451,16,1,726
5482,dr. G.W. Bruinsma,Rad(VT),382,26.33%,Zevenbergen,10/04/1894,algemeen,3003,1468,1468,1451,16,1,726
5483,J. Geluk,,35,2.41%,Zevenbergen,10/04/1894,algemeen,3003,1468,1468,1451,16,1,726
5484,mr. A.F. Vos de Wael,Ka,2182,65.60%,Waalwijk,06/03/1888,algemeen,3769,3344,3346,3326,13,1,1663
5485,mr. P.C. 't Hooft,AR,647,19.45%,Waalwijk,06/03/1888,algemeen,3769,3344,3346,3326,13,1,1663
5486,mr. H.C.F. Rits,Lib,459,13.80%,Waalwijk,06/03/1888,algemeen,3769,3344,3346,3326,13,1,1663
5487,W.P.A. Mutsaers,Ka,1599,53.05%,Waalwijk,09/06/1891,algemeen,3782,3035,3040,3014,23,1,1507
5488,mr. A.F. Vos de Wael,Ka,1404,46.58%,Waalwijk,09/06/1891,algemeen,3782,3035,3040,3014,23,1,1507
5489,W.P.A. Mutsaers,,1415,91.29%,Waalwijk,10/04/1894,algemeen,3739,1597,1597,1550,47,1,775
5490,J. den Boer,,46,2.97%,Waalwijk,10/04/1894,algemeen,3739,1597,1597,1550,47,1,775
5491,mr. B.M. Bahlmann,Ka,1268,89.74%,Tilburg,06/03/1888,algemeen,2842,1424,1426,1413,4,1,707
5492,mr. J.D. Veegens,Lib,76,5.38%,Tilburg,06/03/1888,algemeen,2842,1424,1426,1413,4,1,707
5493,mr. B.M. Bahlmann,Ka,888,74.81%,Tilburg,09/06/1891,algemeen,2651,1195,1196,1187,7,1,594
5494,J.F. Jansen,Ka,224,18.87%,Tilburg,09/06/1891,algemeen,2651,1195,1196,1187,7,1,594
5495,A.L.A. Diepen,Lib,41,3.45%,Tilburg,09/06/1891,algemeen,2651,1195,1196,1187,7,1,594
5496,mr. B.M. Bahlmann,,729,93.10%,Tilburg,10/04/1894,algemeen,2657,789,789,783,3,1,392
5497,mr. A.J.H. van Baar,Ka,1329,93.33%,Eindhoven,06/03/1888,algemeen,3014,1442,1442,1424,9,1,712
5498,mr. D.H. van den Acker,Lib,44,3.09%,Eindhoven,06/03/1888,algemeen,3014,1442,1442,1424,9,1,712
5499,W.P.A. Mutsaers,,1401,97.09%,Eindhoven,21/02/1889,tussentijds,3014,1451,1451,1443,4,1,722
5500,W.P.A. Mutsaers,Ka,1187,87.02%,Eindhoven,09/06/1891,algemeen,3030,1375,1375,1364,5,1,682
5501,mr. A.F. Vos de Wael,Ka,87,6.38%,Eindhoven,09/06/1891,algemeen,3030,1375,1375,1364,5,1,682
5502,mr. H. Goeman Borgesius,Lib,74,5.43%,Eindhoven,09/06/1891,algemeen,3030,1375,1375,1364,5,1,682
5503,J.T.M. Smits van Oyen,,1209,74.49%,Eindhoven,09/07/1891,tussentijds,3030,1632,1631,1623,7,1,812
5504,mr. D.H. van den Acker,,191,11.77%,Eindhoven,09/07/1891,tussentijds,3030,1632,1631,1623,7,1,812
5505,dr. H.J.A.M. Schaepman,,178,10.97%,Eindhoven,09/07/1891,tussentijds,3030,1632,1631,1623,7,1,812
5506,L. Houben,,31,1.91%,Eindhoven,09/07/1891,tussentijds,3030,1632,1631,1623,7,1,812
5507,J.T.M. Smits van Oyen,,1047,96.85%,Eindhoven,10/04/1894,algemeen,2994,1088,1088,1081,7,1,541
5508,dr. P.J.F. Vermeulen,Ka,1343,92.49%,Helmond,06/03/1888,algemeen,2580,1460,1460,1452,4,1,726
5509,P.A. van de Mortel,Lib,60,4.13%,Helmond,06/03/1888,algemeen,2580,1460,1460,1452,4,1,726
5510,V. van den Heuvel,,27,1.86%,Helmond,06/03/1888,algemeen,2580,1460,1460,1452,4,1,726
5511,dr. P.J.F. Vermeulen,Ka,1689,93.42%,Helmond,09/06/1891,algemeen,2679,1813,1814,1808,4,1,904
5512,mr. H. Goeman Borgesius,Lib,105,5.81%,Helmond,09/06/1891,algemeen,2679,1813,1814,1808,4,1,904
5513,dr. P.J.F. Vermeulen,,1156,96.17%,Helmond,10/04/1894,algemeen,2664,1207,1206,1202,3,1,601
5514,jhr.mr. G.L.M.H. Ruijs van Beerenbroek,Ka,1070,77.09%,Maastricht,06/03/1888,algemeen,2194,1412,1412,1388,21,1,694
5515,jhr.mr. L.F.H. Michiels van Kessenich,Lib,305,21.97%,Maastricht,06/03/1888,algemeen,2194,1412,1412,1388,21,1,694
5516,dr. J.H.J. Schreinemacher,Ka,889,55.77%,Maastricht,15/05/1888,tussentijds,2194,1687,1688,1594,87,1,797
5517,E.F.H.J. de Beaumont,,658,41.28%,Maastricht,15/05/1888,tussentijds,2194,1687,1688,1594,87,1,797
5518,jhr.mr. L.F.H. Michiels van Kessenich,Lib,25,1.57%,Maastricht,15/05/1888,tussentijds,2194,1687,1688,1594,87,1,797
5519,dr. J.H.J. Schreinemacher,Ka,850,79.22%,Maastricht,09/06/1891,algemeen,2406,1115,1115,1073,41,1,537
5520,W.L. de Petit,Lib,137,12.77%,Maastricht,09/06/1891,algemeen,2406,1115,1115,1073,41,1,537
5521,W.H. Vliegen,,70,6.52%,Maastricht,09/06/1891,algemeen,2406,1115,1115,1073,41,1,537
5522,C. Schreinemacher,,639,32.84%,Maastricht,28/06/1892,tussentijds,2496,1987,1987,1946,37,1,973
5523,M. de Ras,,534,27.44%,Maastricht,28/06/1892,tussentijds,2496,1987,1987,1946,37,1,973
5524,mr. G.A.A. Tripels,,474,24.36%,Maastricht,28/06/1892,tussentijds,2496,1987,1987,1946,37,1,973
5525,G.L.D. Franquinet,,294,15.11%,Maastricht,28/06/1892,tussentijds,2496,1987,1987,1946,37,1,973
5526,M. de Ras,,1167,56.08%,Maastricht,12/07/1892,herstemming,2496,2130,2130,2081,47,1,1041
5527,C. Schreinemacher,,914,43.92%,Maastricht,12/07/1892,herstemming,2496,2130,2130,2081,47,1,1041
5528,M. de Ras,,620,95.38%,Maastricht,10/04/1894,algemeen,2460,690,690,650,36,1,325
5529,L.F.H.C. Ruland,Ka,727,58.25%,Gulpen,06/03/1888,algemeen,1741,1255,1255,1248,3,1,624
5530,G. Smeets,Lib,514,41.19%,Gulpen,06/03/1888,algemeen,1741,1255,1255,1248,3,1,624
5531,J.B.C.E.M. graaf van Marchant d'Ansembourg,Ka,688,74.78%,Gulpen,09/06/1891,algemeen,1907,933,933,920,8,1,460
5532,mr. Lemmens,,214,23.26%,Gulpen,09/06/1891,algemeen,1907,933,933,920,8,1,460
5533,J.B.C.E.M. graaf van Marchant d'Ansembourg,,490,80.86%,Gulpen,10/04/1894,algemeen,1986,623,623,606,12,1,303
5534,J. Thissen,,70,11.55%,Gulpen,10/04/1894,algemeen,1986,623,623,606,12,1,303
5535,mr. Janssen,,31,5.12%,Gulpen,10/04/1894,algemeen,1986,623,623,606,12,1,303
5536,mr. H.F. Lambrechts,Ka,876,52.68%,Sittard,06/03/1888,algemeen,1821,1679,1679,1663,15,1,832
5537,G. Berkers,Lib,466,28.02%,Sittard,06/03/1888,algemeen,1821,1679,1679,1663,15,1,832
5538,C. Kamps,,311,18.70%,Sittard,06/03/1888,algemeen,1821,1679,1679,1663,15,1,832
5539,mr. H.F. Lambrechts,Ka,982,69.74%,Sittard,09/06/1891,algemeen,1975,1452,1452,1408,43,1,704
5540,C. Kamps,Lib,345,24.50%,Sittard,09/06/1891,algemeen,1975,1452,1452,1408,43,1,704
5541,G. Berkers,Rad,73,5.18%,Sittard,09/06/1891,algemeen,1975,1452,1452,1408,43,1,704
5542,mr. H.F. Lambrechts,,963,91.71%,Sittard,10/04/1894,algemeen,2070,1082,1082,1050,31,1,525
5543,Ch. baron van Bieberstein,,51,4.86%,Sittard,10/04/1894,algemeen,2070,1082,1082,1050,31,1,525
5544,Ch. baron van Bieberstein,,1094,97.50%,Sittard,22/12/1896,tussentijds,1921,1167,1167,1122,38,1,561
5545,mr. H.J. Brouwers,Ka,1051,68.34%,Roermond,06/03/1888,algemeen,1739,1558,1558,1538,18,1,769
5546,jhr.mr. L.F.H. Michiels van Kessenich,Lib,486,31.60%,Roermond,06/03/1888,algemeen,1739,1558,1558,1538,18,1,769
5547,J.E.H.W. baron van Olne,,766,50.73%,Roermond,18/06/1889,tussentijds,1770,1535,1536,1510,24,1,755
5548,mr. L. Geradts,,590,39.07%,Roermond,18/06/1889,tussentijds,1770,1535,1536,1510,24,1,755
5549,M. de Ras,,79,5.23%,Roermond,18/06/1889,tussentijds,1770,1535,1536,1510,24,1,755
5550,J.M. Janssen,,73,4.83%,Roermond,18/06/1889,tussentijds,1770,1535,1536,1510,24,1,755
5551,G. Diepen,,1144,93.54%,Roermond,05/05/1891,tussentijds,1922,1302,1302,1223,76,1,612
5552,mr. L. Geradts,,28,2.29%,Roermond,05/05/1891,tussentijds,1922,1302,1302,1223,76,1,612
5553,G. Diepen,Ka,1081,64.81%,Roermond,09/06/1891,algemeen,1922,1695,1695,1668,26,1,834
5554,mr. L. Geradts,Lib,580,34.77%,Roermond,09/06/1891,algemeen,1922,1695,1695,1668,26,1,834
5555,jhr.mr. G.L.M.H. Ruijs van Beerenbroek,,853,84.88%,Roermond,28/06/1892,tussentijds,1918,1090,1090,1005,68,1,503
5556,mr. L. Geradts,,81,8.06%,Roermond,28/06/1892,tussentijds,1918,1090,1090,1005,68,1,503
5557,dr. W. Everts,,882,91.12%,Roermond,31/10/1893,tussentijds,1971,1066,1067,968,97,1,484
5558,J. Thissen,,30,3.10%,Roermond,31/10/1893,tussentijds,1971,1066,1067,968,97,1,484
5559,dr. W. Everts,,960,91.87%,Roermond,10/04/1894,algemeen,1971,1128,1128,1045,78,1,523
5560,mr. J.H.L. Haffmans,Ka,1052,91.72%,Venlo,06/03/1888,algemeen,2272,1174,1175,1147,24,1,574
5561,jhr.mr. L.F.H. Michiels van Kessenich,Lib,52,4.53%,Venlo,06/03/1888,algemeen,2272,1174,1175,1147,24,1,574
